identifier,,target URL,failures,last check,HTTP return code,resource creator,resource title,resource publisher,resource date,resource type
doi:10.7910/DVN/OA9UM1,https://ezid.cdlib.org/id/doi:10.7910/DVN/OA9UM1,https://dataverse.harvard.edu/citation?persistentId=doi:10.7910/DVN/OA9UM1,80,2017-05-08T10:08:41Z,404,Mahendra Trivedi (Trivedi Global Inc.),Comparative Physicochemical Evaluation of Biofield Treated Phosphate Buffer Saline and Hanks Balanced Salt Medium,Harvard Dataverse,2016,Dataset
doi:10.7910/DVN/OCI5UI,https://ezid.cdlib.org/id/doi:10.7910/DVN/OCI5UI,https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/OCI5UI,80,2017-05-08T10:08:48Z,404,Mahendra Kumar Trivedi (Trivedi Global Inc.),Evaluation of Thermal and Physical Properties of Magnesium Nitride Powder: Impact of Biofield Energy Treatment,Harvard Dataverse,2016,Dataset
doi:10.7910/DVN/ODAHFV,https://ezid.cdlib.org/id/doi:10.7910/DVN/ODAHFV,https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/ODAHFV,80,2017-05-08T10:08:54Z,404,Mahendra Kumar Trivedi (Trivedi Global Inc.),"An Evaluation of Biofield Treatment on Thermal, Physical and Structural Properties of Cadmium Powder",Harvard Dataverse,2016,Dataset
doi:10.7910/DVN/OFJJQK,https://ezid.cdlib.org/id/doi:10.7910/DVN/OFJJQK,https://dataverse.harvard.edu/citation?persistentId=doi:10.7910/DVN/OFJJQK,38,2017-05-08T18:29:03Z,404,"Ovcharenko, Darina (Kharkiv Institute of Trade and Economics of Kyiv National University of Trade and Economics)",The state and prospects of development of Ukraine building market,Harvard Dataverse,2016,Dataset
doi:10.7910/DVN/OGEJTC,https://ezid.cdlib.org/id/doi:10.7910/DVN/OGEJTC,https://dataverse.harvard.edu/citation?persistentId=doi:10.7910/DVN/OGEJTC,80,2017-05-08T10:08:59Z,404,"Trivedi, Mahendra (Trivedi Science)",Evaluation of the Isotopic Abundance Ratio in Biofield Energy Treated Resorcinol Using Gas Chromatography-Mass Spectrometry Technique,Harvard Dataverse,2016,Dataset
doi:10.7910/DVN/OIZ1JY,https://ezid.cdlib.org/id/doi:10.7910/DVN/OIZ1JY,https://dataverse.harvard.edu/citation?persistentId=doi:10.7910/DVN/OIZ1JY,38,2017-05-08T18:29:10Z,404,"Oberemok, Svetlana (National University of Pharmacy)",Marketing-mix and technology: evolution  and proactive development,Harvard Dataverse,2016,Dataset
doi:10.7910/DVN/OXT0BB,https://ezid.cdlib.org/id/doi:10.7910/DVN/OXT0BB,https://dataverse.harvard.edu/citation?persistentId=doi:10.7910/DVN/OXT0BB,11,2017-05-09T15:20:04Z,404,Rajesh Kadiyala and Tejaswi Kota,Effect of Diaphragm Discontinuity of the Building,Harvard Dataverse,2016,Dataset
doi:10.7910/DVN/OYIWXJ,https://ezid.cdlib.org/id/doi:10.7910/DVN/OYIWXJ,https://dataverse.harvard.edu/citation?persistentId=doi:10.7910/DVN/OYIWXJ,80,2017-05-08T10:09:05Z,404,Mahendra Kumar Trivedi (Trivedi Global Inc.),"Effect of Biofield Energy Treatment on Chlorophyll Content, Pathological Study, and Molecular Analysis of Cashew Plant (Anacardium occidentale L.)",Harvard Dataverse,2016,Dataset
doi:10.7910/DVN/P7ZRSC,https://ezid.cdlib.org/id/doi:10.7910/DVN/P7ZRSC,https://dataverse.harvard.edu/citation?persistentId=doi:10.7910/DVN/P7ZRSC,80,2017-05-08T10:09:11Z,404,Mahendra Trivedi (Trivedi Global Inc.),"Physical, Spectroscopic and Thermal Characterization of Biofield Treated Fish Peptone",Harvard Dataverse,2016,Dataset
doi:10.7910/DVN/PCGRDK,https://ezid.cdlib.org/id/doi:10.7910/DVN/PCGRDK,https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/PCGRDK,80,2017-05-08T10:09:16Z,404,Mahendra Kumar Trivedi (Trivedi Global Inc.),Physicochemical and Spectroscopic Characterization of Biofield Energy Treated p-Anisidine,Harvard Dataverse,2016,Dataset
doi:10.7910/DVN/PMVGGA,https://ezid.cdlib.org/id/doi:10.7910/DVN/PMVGGA,https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/PMVGGA,80,2017-05-08T10:09:28Z,404,Mahendra Kumar Trivedi (Trivedi Global Inc.),Physicochemical and Spectroscopic Characterization of Biofield Treated Butylated Hydroxytoluene,Harvard Dataverse,2016,Dataset
doi:10.7910/DVN/PMW6MM,https://ezid.cdlib.org/id/doi:10.7910/DVN/PMW6MM,https://dataverse.harvard.edu/citation?persistentId=doi:10.7910/DVN/PMW6MM,80,2017-05-08T10:09:22Z,404,Mahendra Trivedi (mahendra@trivedisrl.com),"Impact of Biofield Treatment on Yield, Quality and Control of Nematode in Carrots",Harvard Dataverse,2016,Dataset
doi:10.7910/DVN/PP6CUE,https://ezid.cdlib.org/id/doi:10.7910/DVN/PP6CUE,https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/PP6CUE,80,2017-05-08T10:09:39Z,404,Mahendra Trivedi (Trivedi Global Inc.),Improved Susceptibility Pattern of Antimicrobials Using Vital Energy Treatment on Shigella sonnei,Harvard Dataverse,2016,Dataset
doi:10.7910/DVN/PPFFJQ,https://ezid.cdlib.org/id/doi:10.7910/DVN/PPFFJQ,https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/PPFFJQ,80,2017-05-08T10:09:34Z,404,Mahendra Kumar Trivedi (Trivedi Global Inc.),Fourier Transform Infrared and Ultraviolet-Visible Spectroscopic Characterization of Ammonium Acetate and Ammonium Chloride: An Impact of Biofield Treatment,Harvard Dataverse,2016,Dataset
doi:10.7910/DVN/PQCKQA,https://ezid.cdlib.org/id/doi:10.7910/DVN/PQCKQA,https://dataverse.harvard.edu/citation?persistentId=doi:10.7910/DVN/PQCKQA,80,2017-05-08T10:09:45Z,404,Mahendra Kumar Trivedi (Trivedi Global Inc.),"Biofield and Fungicide Seed Treatment Influences on Soybean Productivity, Seed Quality and Weed Community",Harvard Dataverse,2016,Dataset
doi:10.7910/DVN/PSF34B,https://ezid.cdlib.org/id/doi:10.7910/DVN/PSF34B,https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/PSF34B,80,2017-05-08T10:09:50Z,404,Mahendra Kumar Trivedi (Trivedi Global Inc.),Biofield Treatment: An Alternative Approach to Combat Multidrug-Resistant Susceptibility Pattern of Raoultella ornithinolytica,Harvard Dataverse,2016,Dataset
doi:10.7910/DVN/PXSVMY,https://ezid.cdlib.org/id/doi:10.7910/DVN/PXSVMY,https://dataverse.harvard.edu/citation?persistentId=doi:10.7910/DVN/PXSVMY,38,2017-05-08T18:29:16Z,404,"Ms.Bharti Kungwani,Ms.Priyanka Dudhe",PRIVACY PRESERVING TRUSTWORTHY FRIEND RECOMMENDATION IN SOCIAL NETWORK WEB â€“ A REVIEW,Harvard Dataverse,2016,Dataset
doi:10.7910/DVN/PZ5RIR,https://ezid.cdlib.org/id/doi:10.7910/DVN/PZ5RIR,https://dataverse.harvard.edu/citation?persistentId=doi:10.7910/DVN/PZ5RIR,80,2017-05-08T10:09:56Z,404,Mahendra Trivedi (Trivedi Global Inc.),Characterization of Thermal and Physical properties of Biofield Treated Acrylamide and 2-Chloroacetamide,Harvard Dataverse,2016,Dataset
doi:10.7910/DVN/PZZ644,https://ezid.cdlib.org/id/doi:10.7910/DVN/PZZ644,https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/PZZ644,80,2017-05-08T10:10:02Z,404,Mahendra Kumar Trivedi (Trivedi Global Inc.),Physicochemical and Spectroscopic Characteristics of Biofield Treated p-Chlorobenzophenone,Harvard Dataverse,2016,Dataset
doi:10.7910/DVN/Q2AC4B,https://ezid.cdlib.org/id/doi:10.7910/DVN/Q2AC4B,https://dataverse.harvard.edu/citation?persistentId=doi:10.7910/DVN/Q2AC4B,11,2017-05-09T16:10:11Z,404,Somesh Singh and Dr. Vineet Richhariya,A comparative study of various access control and authentication techniques in cloud computing,Harvard Dataverse,2016,Dataset
doi:10.7910/DVN/QEZ5ZW,https://ezid.cdlib.org/id/doi:10.7910/DVN/QEZ5ZW,https://dataverse.harvard.edu/citation?persistentId=doi:10.7910/DVN/QEZ5ZW,11,2017-05-09T16:10:16Z,404,A. Amulya and M. Kanta Rao,"Prediction of Crack Propagation, Size Effect in High Volume flyash Beams using Fracture Interface Parameters",Harvard Dataverse,2016,Dataset
doi:10.7910/DVN/QFYPPB,https://ezid.cdlib.org/id/doi:10.7910/DVN/QFYPPB,https://dataverse.harvard.edu/citation?persistentId=doi:10.7910/DVN/QFYPPB,11,2017-05-09T16:10:22Z,404,M. Amala,On the Additive and Multiplicative Structures of Idempotent Semirings,Harvard Dataverse,2016,Dataset
doi:10.7910/DVN/QHZUUM,https://ezid.cdlib.org/id/doi:10.7910/DVN/QHZUUM,https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/QHZUUM,80,2017-05-08T10:10:07Z,404,Mahendra Kumar Trivedi (Trivedi Global Inc.),In vitro Evaluation of Biofield Treatment on Enterobacter cloacae: Impact on Antimicrobial Susceptibility and Biotype,Harvard Dataverse,2016,Dataset
doi:10.7910/DVN/QO2VFN,https://ezid.cdlib.org/id/doi:10.7910/DVN/QO2VFN,https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/QO2VFN,80,2017-05-08T10:10:13Z,404,Mahendra Kumar Trivedi (Trivedi Global Inc.),"Characterization of Biofield Energy Treated 3-Chloronitrobenzene: Physical, Thermal, and Spectroscopic Studies",Harvard Dataverse,2016,Dataset
doi:10.7910/DVN/QOOTDS,https://ezid.cdlib.org/id/doi:10.7910/DVN/QOOTDS,https://dataverse.harvard.edu/citation?persistentId=doi:10.7910/DVN/QOOTDS,80,2017-05-08T10:10:20Z,404,Mahendra Trivedi (Trivedi Global Inc.),"Biofield Treatment: An Effective Strategy for Modulating the Physical and Thermal Properties of O-Nitrophenol, M-Nitrophenol and P-Tertiary Butyl Phenol",Harvard Dataverse,2016,Dataset
doi:10.7910/DVN/QXMWBJ,https://ezid.cdlib.org/id/doi:10.7910/DVN/QXMWBJ,https://dataverse.harvard.edu/citation?persistentId=doi:10.7910/DVN/QXMWBJ,11,2017-05-09T17:00:21Z,404,Mazen Ismaeel Ghareb and Awder Mohamed Ahmed,The Use of Programming Language Java and C-Sharp in academic institutes of Kurdistan Region Government,Harvard Dataverse,2016,Dataset
doi:10.7910/DVN/QXWBZX,https://ezid.cdlib.org/id/doi:10.7910/DVN/QXWBZX,https://dataverse.harvard.edu/citation?persistentId=doi:10.7910/DVN/QXWBZX,80,2017-05-08T10:10:25Z,404,Mahendra Kumar Trivedi (Trivedi Global Inc.),"Effect of External Energy on Atomic, Crystalline and Powder Characteristics of Antimony and Bismuth Powders",Harvard Dataverse,2016,Dataset
doi:10.7910/DVN/QYAVXS,https://ezid.cdlib.org/id/doi:10.7910/DVN/QYAVXS,https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/QYAVXS,80,2017-05-08T10:10:31Z,404,Mahendra Kumar Trivedi (Trivedi Global Inc.),"Physical, Thermal and Spectroscopic Studies on Biofield Treated p-Dichlorobenzene",Harvard Dataverse,2016,Dataset
doi:10.7910/DVN/QYIBHS,https://ezid.cdlib.org/id/doi:10.7910/DVN/QYIBHS,https://dataverse.harvard.edu/citation?persistentId=doi:10.7910/DVN/QYIBHS,8,2017-05-09T00:22:12Z,404,"Akinpelu Ayokunnu Oyekunle (PhD Student and Researcher Department of Philosophy University of Ibadan, Ibadan, Nigeria)",Towards an Enlightened Externalism : A Demystification of the Internalism Externalism debate.,Harvard Dataverse,2015,Dataset
doi:10.7910/DVN/R493SW,https://ezid.cdlib.org/id/doi:10.7910/DVN/R493SW,https://dataverse.harvard.edu/citation?persistentId=doi:10.7910/DVN/R493SW,80,2017-05-08T10:10:37Z,404,Mahendra Trivedi (Trivedi Global Inc.),Characterization of Physicochemical and Thermal Properties of Biofield Treated Ethyl Cellulose and Methyl Cellulose,Harvard Dataverse,2016,Dataset
doi:10.7910/DVN/RCW5QK,https://ezid.cdlib.org/id/doi:10.7910/DVN/RCW5QK,https://dataverse.harvard.edu/citation?persistentId=doi:10.7910/DVN/RCW5QK,38,2017-05-08T18:29:23Z,404,"Pereyaslova, Yuliya (Kharkiv Institute of Trade and Economics of Kyiv National University of Trade and Economics); Hrebenyukova, Elena (Kharkiv Institute of Trade and Economics of Kyiv National University of Trade and Economics); Rasskazova, Elizabeth (Kharkiv Institute of Trade and Economics of Kyiv National University of Trade and Economics)",Hotel services for hypotonics in Ukraine: scientific-practical results of economic-organizational and marketing substantiation,Harvard Dataverse,2016,Dataset
doi:10.7910/DVN/RCYTPR,https://ezid.cdlib.org/id/doi:10.7910/DVN/RCYTPR,https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/RCYTPR,80,2017-05-08T11:47:44Z,404,Mahendra Kumar Trivedi (Trivedi Global Inc.),Physical and Structural Characterization of Biofield Treated Imidazole Derivatives,Harvard Dataverse,2016,Dataset
doi:10.7910/DVN/RDTS3D,https://ezid.cdlib.org/id/doi:10.7910/DVN/RDTS3D,https://dataverse.harvard.edu/citation?persistentId=doi:10.7910/DVN/RDTS3D,80,2017-05-08T11:47:50Z,404,Mahendra Trivedi (Trivedi Global Inc.),Effect of Biofield Treatment on Antimicrobials Susceptibility Pattern of Acinetobacter baumannii - An Experimental Study,Harvard Dataverse,2016,Dataset
doi:10.7910/DVN/REDWDN,https://ezid.cdlib.org/id/doi:10.7910/DVN/REDWDN,https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/REDWDN,80,2017-05-08T11:47:38Z,404,Trivedi Mahendra (Trivedi Global Inc.),"Use of Energy Healing Medicine Against Escherichia coli for Antimicrobial Susceptibility, Biochemical Reaction and Biotyping",Harvard Dataverse,2016,Dataset
doi:10.7910/DVN/RG4J2Y,https://ezid.cdlib.org/id/doi:10.7910/DVN/RG4J2Y,https://dataverse.harvard.edu/citation?persistentId=doi:10.7910/DVN/RG4J2Y,11,2017-05-09T17:00:36Z,404,"Diouneia L Berlitz, Leon Rabinovitch, Vilmar Machado, Aida T S Matsumura, Alexandre M GuimarÃ£es, Rita de C Santin, Maximiano Cassal, and Lidia M Fiuza",Evaluation of Biocontrol of the Meloidogyne Javanica with Bacillus Subtilis and Purpureocillium Lilacinus in Greenhouse with Lettuce,Harvard Dataverse,2016,Dataset
doi:10.7910/DVN/RH4WHB,https://ezid.cdlib.org/id/doi:10.7910/DVN/RH4WHB,https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/RH4WHB,80,2017-05-08T11:47:57Z,404,Mahendra Kumar Trivedi (Trivedi Global Inc.),Potential Impact of BioField Treatment on Atomic and Physical Characteristics of Magnesium,Harvard Dataverse,2016,Dataset
doi:10.7910/DVN/RILTGG,https://ezid.cdlib.org/id/doi:10.7910/DVN/RILTGG,https://dataverse.harvard.edu/citation?persistentId=doi:10.7910/DVN/RILTGG,8,2017-05-09T00:22:18Z,404,BaÅŸak YÄ±ldÄ±z (Doctoral Scholar English language and literature Istanbul Aydin University Turkey),When Things Fall Apart: Looking through Said's and Spivak's Postcolonial Perspectives,Harvard Dataverse,2015,Dataset
doi:10.7910/DVN/RJGIMU,https://ezid.cdlib.org/id/doi:10.7910/DVN/RJGIMU,https://dataverse.harvard.edu/citation?persistentId=doi:10.7910/DVN/RJGIMU,80,2017-05-08T11:48:03Z,404,Mahendra Trivedi (Trivedi Global Inc.),Physicochemical and Spectroscopic Properties of Biofield Energy Treated Protose,Harvard Dataverse,2016,Dataset
doi:10.7910/DVN/RKHAND,https://ezid.cdlib.org/id/doi:10.7910/DVN/RKHAND,https://dataverse.harvard.edu/citation?persistentId=doi:10.7910/DVN/RKHAND,11,2017-05-09T17:00:44Z,404,"R.Saravanan, S.Ramkumar, and D. Gopinathan",An Analysis of Service Tax Revenue of India,Harvard Dataverse,2016,Dataset
doi:10.7910/DVN/S2RUSX,https://ezid.cdlib.org/id/doi:10.7910/DVN/S2RUSX,https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/S2RUSX,80,2017-05-08T11:48:08Z,404,Mahendra Trivedi (Trivedi Global Inc.),"Evaluation of Atomic, Physical and Thermal Properties of Tellurium Powder: Impact of Biofield Energy Treatment",Harvard Dataverse,2016,Dataset
doi:10.7910/DVN/S6OIKA,https://ezid.cdlib.org/id/doi:10.7910/DVN/S6OIKA,https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/S6OIKA,80,2017-05-08T11:48:14Z,404,Mahendra Kumar Trivedi (Trivedi Global Inc.),"Chromatographic, Spectroscopic, and Thermal Characterization of Biofield Energy Treated N,N-Dimethylformamide",Harvard Dataverse,2016,Dataset
doi:10.7910/DVN/SEF8AB,https://ezid.cdlib.org/id/doi:10.7910/DVN/SEF8AB,https://dataverse.harvard.edu/citation?persistentId=doi:10.7910/DVN/SEF8AB,11,2017-05-09T17:50:20Z,404,Keisha A. Mitchell,"Politics, Power and Identity in the Caribbean Psyche",Harvard Dataverse,2016,Dataset
doi:10.7910/DVN/SEMUSA,https://ezid.cdlib.org/id/doi:10.7910/DVN/SEMUSA,https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/SEMUSA,80,2017-05-08T11:48:20Z,404,Mahendra Kumar Trivedi (Trivedi Global Inc.),Bio-field Treatment: A Potential Strategy for Modification of Physical and Thermal Properties of Gluten Hydrolysate and Ipomoea Macroelements,Harvard Dataverse,2016,Dataset
doi:10.7910/DVN/SGO2SJ,https://ezid.cdlib.org/id/doi:10.7910/DVN/SGO2SJ,https://dataverse.harvard.edu/citation?persistentId=doi:10.7910/DVN/SGO2SJ,80,2017-05-08T11:48:26Z,404,Mahendra Trivedi (Trivedi Global Inc.),Antimicrobial Susceptibility Pattern and Biochemical Characteristics of Staphylococcus aureus: Impact of Bio field Treatment,Harvard Dataverse,2016,Dataset
doi:10.7910/DVN/SSCJQF,https://ezid.cdlib.org/id/doi:10.7910/DVN/SSCJQF,https://dataverse.harvard.edu/citation?persistentId=doi:10.7910/DVN/SSCJQF,80,2017-05-08T12:37:41Z,404,Mahendra Trivedi,"Morphological Characterization, Quality, Yield and DNA Fingerprinting of Biofield Energy Treated Alphonso Mango (Mangifera indica L.)",Harvard Dataverse,2016,Dataset
doi:10.7910/DVN/SSFZCE,https://ezid.cdlib.org/id/doi:10.7910/DVN/SSFZCE,https://dataverse.harvard.edu/citation?persistentId=doi:10.7910/DVN/SSFZCE,80,2017-05-08T12:37:47Z,404,Mahendra Trivedi (Trivedi Global Inc.),Physical and Structural Characterization of Biofield Energy Treated Carbazole,Harvard Dataverse,2016,Dataset
doi:10.7910/DVN/SYVQTC,https://ezid.cdlib.org/id/doi:10.7910/DVN/SYVQTC,https://dataverse.harvard.edu/citation?persistentId=doi:10.7910/DVN/SYVQTC,80,2017-05-08T12:37:54Z,404,Mahendra Trivedi (Trivedi Global Inc.),Physicochemical Evaluation of Biofield Treated Peptone and Malmgren Modified Terrestrial Orchid Medium,Harvard Dataverse,2016,Dataset
doi:10.7910/DVN/TA2VXD,https://ezid.cdlib.org/id/doi:10.7910/DVN/TA2VXD,https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/TA2VXD,80,2017-05-08T12:38:00Z,404,Mahendra Kumar Trivedi (Trivedi Global Inc.),An Impact of Biofield Treatment on Spectroscopic Characterization of Pharmaceutical Compounds,Harvard Dataverse,2016,Dataset
doi:10.7910/DVN/TAEF18,https://ezid.cdlib.org/id/doi:10.7910/DVN/TAEF18,https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/TAEF18,80,2017-05-08T12:38:06Z,404,Mahendra Kumar Trivedi (Trivedi Global Inc.),"Thermal, Spectroscopic and Chromatographic Characterization of Biofield Energy Treated Benzophenone",Harvard Dataverse,2016,Dataset
doi:10.7910/DVN/TAG25E,https://ezid.cdlib.org/id/doi:10.7910/DVN/TAG25E,https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/TAG25E,80,2017-05-08T12:38:12Z,404,Mahendra Kumar Trivedi (Trivedi Global Inc.),In Vitro Evaluation of Biofield Treatment on Cancer Biomarkers Involved in Endometrial and Prostate Cancer Cell Lines,Harvard Dataverse,2016,Dataset
doi:10.7910/DVN/TGFDOM,https://ezid.cdlib.org/id/doi:10.7910/DVN/TGFDOM,https://dataverse.harvard.edu/citation?persistentId=doi:10.7910/DVN/TGFDOM,8,2017-05-09T00:22:24Z,404,Ghufran Naseem (Senior Journalist Rojnama Sahara - Lucknow Edition India),AamNama Relishing and cherishing Mangos,Harvard Dataverse,2015,Dataset
doi:10.7910/DVN/TKMXO1,https://ezid.cdlib.org/id/doi:10.7910/DVN/TKMXO1,https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/TKMXO1,80,2017-05-08T12:38:17Z,404,Mahendra Trivedi (Trivedi Global Inc.),"Evaluation of Plant Growth Regulator, Immunity and DNA Fingerprinting of Biofield Energy Treated Mustard Seeds (Brassica juncea)",Harvard Dataverse,2016,Dataset
doi:10.7910/DVN/TLJ8R5,https://ezid.cdlib.org/id/doi:10.7910/DVN/TLJ8R5,https://dataverse.harvard.edu/citation?persistentId=doi:10.7910/DVN/TLJ8R5,11,2017-05-09T18:40:27Z,404,Dr. Dhanraj Sharma and Dr. Ruchita Verma,Impact of Capital Structure on the Performance: An Empirical Analysis of Indian Banking Sector,Harvard Dataverse,2016,Dataset
doi:10.7910/DVN/TM6HLT,https://ezid.cdlib.org/id/doi:10.7910/DVN/TM6HLT,https://dataverse.harvard.edu/citation?persistentId=doi:10.7910/DVN/TM6HLT,11,2017-05-09T18:40:33Z,404,Ouail EL IMRANI and Aziz BABOUNIA,Tangier Med Port: What role for the Moroccan Economy and the International Trade?,Harvard Dataverse,2016,Dataset
doi:10.7910/DVN/TNBFB4,https://ezid.cdlib.org/id/doi:10.7910/DVN/TNBFB4,https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/TNBFB4,80,2017-05-08T12:38:23Z,404,Mahendra Kumar Trivedi (Trivedi Global Inc.),Studies of the Atomic and Crystalline Characteristics of Ceramic Oxide Nano Powders after Bio field Treatment,Harvard Dataverse,2016,Dataset
doi:10.7910/DVN/TPFYFV,https://ezid.cdlib.org/id/doi:10.7910/DVN/TPFYFV,https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/TPFYFV,80,2017-05-08T12:38:29Z,404,Mahendra Kumar Trivedi (Trivedi Global Inc.),Spectroscopic Characterization of Chloramphenicol and Tetracycline: An Impact of Biofield Treatment,Harvard Dataverse,2016,Dataset
doi:10.7910/DVN/TROOEF,https://ezid.cdlib.org/id/doi:10.7910/DVN/TROOEF,https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/TROOEF,80,2017-05-08T12:38:34Z,404,Mahendra Kumar Trivedi (Trivedi Global Inc.),"Evaluation of Antibiogram, Genotype and Phylogenetic Analysis of Biofield Treated Nocardia otitidis",Harvard Dataverse,2016,Dataset
doi:10.7910/DVN/TUC0ZT,https://ezid.cdlib.org/id/doi:10.7910/DVN/TUC0ZT,https://dataverse.harvard.edu/citation?persistentId=doi:10.7910/DVN/TUC0ZT,80,2017-05-08T12:38:46Z,404,Mahendra Kumar Trivedi (Trivedi Global Inc.),In Vitro Evaluation of Antifungal Sensitivity Assay of Biofield Energy Treated Fungi,Harvard Dataverse,2016,Dataset
doi:10.7910/DVN/TUJFGN,https://ezid.cdlib.org/id/doi:10.7910/DVN/TUJFGN,https://dataverse.harvard.edu/citation?persistentId=doi:10.7910/DVN/TUJFGN,80,2017-05-08T12:38:40Z,404,Mahendra Kumar Trivedi (Trivedi Global Inc.),"Effect of Bio Field Treatment on the Physical and Thermal Characteristics of Silicon, Tin and Lead Powders",Harvard Dataverse,2016,Dataset
doi:10.7910/DVN/TWU5O1,https://ezid.cdlib.org/id/doi:10.7910/DVN/TWU5O1,https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/TWU5O1,80,2017-05-08T12:38:51Z,404,Mahendra Trivedi (Trivedi Global Inc.),"Antimicrobial Susceptibility Pattern, Biochemical Characteristics and Biotyping of Salmonella paratyphi A: An Impact of Biofield Treatment",Harvard Dataverse,2016,Dataset
doi:10.7910/DVN/U2IKNF,https://ezid.cdlib.org/id/doi:10.7910/DVN/U2IKNF,https://dataverse.harvard.edu/citation?persistentId=doi:10.7910/DVN/U2IKNF,80,2017-05-08T12:38:57Z,404,Mahendra Kumar Trivedi (Trivedi Global Inc.),"Mass Spectrometry Analysis of Isotopic Abundance of 13C, 2H, or 15N in Biofield Energy Treated Aminopyridine Derivatives",Harvard Dataverse,2016,Dataset
doi:10.7910/DVN/UCW1IV,https://ezid.cdlib.org/id/doi:10.7910/DVN/UCW1IV,https://dataverse.harvard.edu/citation?persistentId=doi:10.7910/DVN/UCW1IV,11,2017-05-09T18:40:39Z,404,S. Manohar Naik and Prof. N. Geethanjali,A Multi-Fusion Pattern Matching Algorithm for Signature -based Network Intrusion Detection,Harvard Dataverse,2016,Dataset
doi:10.7910/DVN/UFIFUL,https://ezid.cdlib.org/id/doi:10.7910/DVN/UFIFUL,https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/UFIFUL,80,2017-05-08T12:39:03Z,404,Mahendra Kumar Trivedi (Trivedi Global Inc.),"Characterization of Physical, Thermal and Spectral Properties of Biofield Treated 2, 6-Diaminopyridine",Harvard Dataverse,2016,Dataset
doi:10.7910/DVN/UJYHMB,https://ezid.cdlib.org/id/doi:10.7910/DVN/UJYHMB,https://dataverse.harvard.edu/citation?persistentId=doi:10.7910/DVN/UJYHMB,80,2017-05-08T12:39:08Z,404,"Trivedi, Mahendra (Trivedi Science)",Isotopic Abundance Ratio Analysis of Biofield Energy Treated Indole Using Gas Chromatography-Mass Spectrometry,Harvard Dataverse,2016,Dataset
doi:10.7910/DVN/V7VBCE,https://ezid.cdlib.org/id/doi:10.7910/DVN/V7VBCE,https://dataverse.harvard.edu/citation?persistentId=doi:10.7910/DVN/V7VBCE,80,2017-05-08T12:39:20Z,404,Mahendra Kumar Trivedi (Trivedi Global Inc.),"Physical, Thermal, and Spectroscopic Characterization of Biofield Energy Treated Murashige and Skoog Plant Cell Culture Media",Harvard Dataverse,2016,Dataset
doi:10.7910/DVN/V9H1X4,https://ezid.cdlib.org/id/doi:10.7910/DVN/V9H1X4,https://dataverse.harvard.edu/citation?persistentId=doi:10.7910/DVN/V9H1X4,80,2017-05-08T12:39:25Z,404,Mahendra Kumar Trivedi (Trivedi Global Inc.),Impact of an external energy on Staphylococcus epidermis [ATCC â€“13518] in relation to antibiotic susceptibility and biochemical reactions â€“ An experimental study,Harvard Dataverse,2016,Dataset
doi:10.7910/DVN/VBQMHY,https://ezid.cdlib.org/id/doi:10.7910/DVN/VBQMHY,https://dataverse.harvard.edu/citation?persistentId=doi:10.7910/DVN/VBQMHY,80,2017-05-08T12:39:31Z,404,Mahendra Kumar Trivedi (Trivedi Global Inc.),Impact of Biofield Energy Treatment on Soil Fertility,Harvard Dataverse,2016,Dataset
